Symbol,Name,Description,Sector,Industry,Industry_2,Optionable,Country,URL
BRCC,BRC INC,Beverages,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRCC
BRCHF,Brainchip Holdings Ltd.,,Business Services,Technology Services,BUSINESS SERVICES,N,,https://finviz.com/quote.ashx?t=BRCHF
BRCNF,Burcon NutraScience,Dairy products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,CANADA,https://finviz.com/quote.ashx?t=BRCNF
BRCOQ,Beard Co.,Industrial inorganic chemicals,Oils/Energy,COAL,COAL,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRCOQ
BRDCY,Bridgestone,Tires & inner tubes,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,JAPAN,https://finviz.com/quote.ashx?t=BRDCY
BRER,Bresler & Reiner,Apartment building operators,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRER
BRFH,Barfresh Food Group,"Canned, frozen, & preserved fruits, vegetables, & food special",Consumer Staples,BEVERAGES-SOFT,BEVERAGES,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRFH
BRGO,Bergio International,"Jewelry, silverware, & plated ware",Retail/Wholesale,RETAIL-JEWELRY,NONFOOD RETAIL/WH,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRGO
BRGX,"BioRegenx, Inc.",,,,,,,https://finviz.com/quote.ashx?t=BRGX
BRIA,BrilliA Inc,"Apparel, finished products from fabrics & similar materials",Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,N,SINGAPORE,https://finviz.com/quote.ashx?t=BRIA
BRID,Bridgford Foods,Sausages & other prepared meats,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRID
BRKR,Bruker,Analytical instruments,Computer and Technology,INSTRU-SCIENTFC,MISC TECHNOLOGY,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRKR
BRLS,Borealis Foods Inc.,Food & kindred products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,CANADA,https://finviz.com/quote.ashx?t=BRLS
BRLT,Brilliant Earth Group,"Jewelry, silverware, & plated ware",Retail/Wholesale,RETAIL-JEWELRY,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRLT
BRN,Barnwell Industries,Crude petroleum & natural gas,Oils/Energy,OIL-US EXP&PROD,OIL-EXP&PROD,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRN
BRNS,Barinthus Biotherapeutics PLC Sponsored ADR,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRNS
BRO,Brown & Brown,"Insurance agents, brokers, & service",Finance,INS-BROKERS,INSURANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRO
BROGF,Brooge Energy,Holding & other investment offices,Utilities,UTIL-GAS DISTR,UTIL-GAS DISTR,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BROGF
BROS,Dutch Bros,Eating & drinking places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BROS
BRQSF,BORQS TECH INC,Computer integrated systems design,Computer and Technology,Communications Components,TELECOMM EQUIP,N,HONG KONG,https://finviz.com/quote.ashx?t=BRQSF
BRRAY,Barloworld,Passenger car rental,Multi-Sector Conglomerates,DIVERSIFIED OPS,CONGLOMERATES,N,SOUTH AFRICA,https://finviz.com/quote.ashx?t=BRRAY
BRRE,Blue Ridge Real Estate Co.,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRRE
BRSHF,Bruush Oral Care Inc.,,Medical,MED PRODUCTS,MED PRODS,N,,https://finviz.com/quote.ashx?t=BRSHF
BRSI,Ballistic Recovery,"Aircraft parts & equipment, not elsewhere classified",Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRSI
BRSP,BrightSpire Capital,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRSP
BRST,Broad Street Realty,Real estate,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRST
BRT,BRT Apartments,Real estate investment trusts,Finance,REIT-EQTY TRUST - RESID,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRT
BRTHY,Brother Industries,Private households,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,N,JAPAN,https://finviz.com/quote.ashx?t=BRTHY
BRTX,Biorestorative Therapies,"Miscellaneous health & allied services, not elsewhere classified",Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BRTX
BRX,Brixmor Property Group,Real estate investment trusts,Finance,REIT-EQTY TRUST - RETAIL,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRX
BRY,Berry,Crude petroleum & natural gas,Oils/Energy,OIL-US INTEGRTD,OIL-INTEGRATED,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRY
BRZE,Braze,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BRZE
BRZV,BREEZER VENTURE,,,,,,,https://finviz.com/quote.ashx?t=BRZV
BSAA,BEST SPAC I Acquisition Corp.,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,HONG KONG,https://finviz.com/quote.ashx?t=BSAA
BSAC,Banco Santander Chile,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,Y,CHILE,https://finviz.com/quote.ashx?t=BSAC
BSBK,Bogota Financial,"Savings institutions, except federal",Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSBK
BSBR,Banco  ntander Brasil,"Commercial banks, not elsewhere classified",Finance,BANKS-FOREIGN,BANKS-MAJOR,Y,BRAZIL,https://finviz.com/quote.ashx?t=BSBR
BSEM,"BioStem Technologies, Inc.",,Medical,MED-BIOMED/GENE,DRUGS,N,,https://finviz.com/quote.ashx?t=BSEM
BSET,Bassett Furniture Industries,Wood household furniture,Consumer Discretionary,FURNITURE,HM FURN/APPLI,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BSET
BSFC,Blue Star Foods,Fresh or frozen packaged fish,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSFC
BSGC,BIGSTRING CP,,,,,,,https://finviz.com/quote.ashx?t=BSGC
BSLK,"Bolt Projects Holdings, Inc.",Industrial organic chemicals,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSLK
BSM,Black Stone Minerals,Crude petroleum & natural gas,Oils/Energy,E&P MLP,OIL-EXP&PROD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BSM
BSPA,Ballston Spa Bancorp,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSPA
BSPM,Biostar Pharmaceuticals,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,CHINA,https://finviz.com/quote.ashx?t=BSPM
BSRR,Sierra Bancorp,State commercial banks,Finance,BANKS-WEST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BSRR
BSTK,BriteStrike Tactical Illumination Products,Miscellaneous publishing,Computer and Technology,ELEC PRODS-MISC,ELECTRONICS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSTK
BSVN,Bank7,State commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BSVN
BSX,Boston Scientific,Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BSX
BSY,Bentley Systems,Prepackaged software,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BSY
BSYI,BIOSYNTECH INC,,,,,,,https://finviz.com/quote.ashx?t=BSYI
BTAI,BioXcel Therapeutics,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTAI
BTAX,BIOSTAX CORP,Pharmaceutical preparations,Medical,MED-BIOMED/GENE,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTAX
BTBD,"BT Brands, Inc.",Eating places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTBD
BTBT,Bit Digital,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTBT
BTCM,BIT Mining Limited,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTCM
BTCS,BTCS Inc.,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTCS
BTCT,BTC Digital Ltd.,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,N,SINGAPORE,https://finviz.com/quote.ashx?t=BTCT
BTCY,Biotricity,Surgical & medical instruments,Medical,MEDICAL INFO SYS,MEDICAL CARE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTCY
BTDPY,Barratt Redrow plc.,Private households,Construction,BLDG&CONST-MISC,BUILDING PRODS,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BTDPY
BTDR,BITDEER TEC GRP,Nondepository credit institutions,Business Services,Technology Services,BUSINESS SERVICES,Y,SINGAPORE,https://finviz.com/quote.ashx?t=BTDR
BTE,Baytex Energy,Drilling oil & gas wells,Oils/Energy,OIL-C$ EXP&PROD,OIL-EXP&PROD,Y,CANADA,https://finviz.com/quote.ashx?t=BTE
BTG,B2Gold Corp,Gold & silver ores,Basic Materials,MINING -GOLD,METALS-NON FERR,Y,CANADA,https://finviz.com/quote.ashx?t=BTG
BTI,British American Tobacco,Cigarettes,Consumer Staples,TOBACCO,TOBACCO,Y,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BTI
BTLCY,British Land,Private households,Finance,REAL ESTATE OPS,REAL ESTATE,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BTLCY
BTM,Bitcoin Depot Inc.,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTM
BTMD,biote Corp.,Medicinals & botanicals,Medical,MED PRODUCTS,MED PRODS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTMD
BTOC,Armlogi Holding Corp.,Public warehousing & storage,Transportation,TRANS-SERVICES,TRANSPORTATION,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTOC
BTOG,Bit Origin Limited,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,N,SINGAPORE,https://finviz.com/quote.ashx?t=BTOG
BTSG,"BrightSpring Health Services, Inc.",Home health care services,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTSG
BTTX,Better Therapeutics,Health services,Medical,MED-DRUGS,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTTX
BTU,Peabody Energy,Bituminous coal & lignite - surface mining,Oils/Energy,COAL,COAL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BTU
BTZI,BOTS,Cigarettes,Computer and Technology,Nanotechnology,ELECTRONICS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BTZI
BUD,AnheuserBusch InBev,Malt beverages,Consumer Staples,BEVERAGES-ALCOH,BEVERAGES,Y,BELGIUM,https://finviz.com/quote.ashx?t=BUD
BUKS,Butler National,Miscellaneous amusement & recreation services,Aerospace,AEROSP/DEFENSE,AEROSPACE/DEFENSE,N,UNITED STATES,https://finviz.com/quote.ashx?t=BUKS
BULL,Webull Corporation,Security brokers & dealers,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BULL
BUR,Burford Capital,Nondepository credit institutions,Finance,FIN-MISC SVCS,FINANCE,Y,,https://finviz.com/quote.ashx?t=BUR
BURBY,Burberry Group,Private households,Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BURBY
BURCA,Burnham Holdings,"Heating equipment, except electric",Industrial Products,MACH-GENL INDL,MACHINERY,N,UNITED STATES,https://finviz.com/quote.ashx?t=BURCA
BURL,Burlington Stores,Department stores,Retail/Wholesale,RETAIL-DISCOUNT,NONFOOD RETAIL/WH,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BURL
BURU,"Nuburu, Inc.","Miscellaneous electrical machinery, equipment, & supplies",Industrial Products,MACH-GENL INDL,MACHINERY,N,UNITED STATES,https://finviz.com/quote.ashx?t=BURU
BUSE,First Busey,State commercial banks,Finance,BANKS-MIDWEST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BUSE
BUUU,BUUU Group Limited,Amusement & recreation services,Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,N,HONG KONG,https://finviz.com/quote.ashx?t=BUUU
BV,BrightView,Agricultural services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BV
BVFL,"BV Financial, Inc.",Federal savings institutions,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BVFL
BVN,Buenaventura Mining,Metal mining,Basic Materials,MINING -SILVER,METALS-NON FERR,Y,PERU,https://finviz.com/quote.ashx?t=BVN
BVNRY,Bavarian Nordic,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,N,DENMARK,https://finviz.com/quote.ashx?t=BVNRY
BVRDF,Bureau Veritas Registre International De Classification,Private households,Business Services,Consulting,BUSINESS SERVICES,N,FRANCE,https://finviz.com/quote.ashx?t=BVRDF
BVS,Bioventus,Surgical & medical instruments,Medical,MED-DRUGS,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BVS
BVTK,BRAVATEK SOLUTN,,,,,,,https://finviz.com/quote.ashx?t=BVTK
BW,Babcock,"Heating equipment, except electric",Computer and Technology,ELEC POWER,ELECTRONICS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BW
BWA,BorgWarner,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BWA
BWAY,Brainsway,Surgical & medical instruments,Medical,MED PRODUCTS,MED PRODS,Y,ISRAEL,https://finviz.com/quote.ashx?t=BWAY
BWB,Bridgewater Bancshares,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BWB
BWEN,Broadwind Energy,Nonferrous foundries (castings),Industrial Products,MACH-GENL INDL,MACHINERY,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BWEN
BWFG,Bankwell Financial Group,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BWFG
BWIN,"Baldwin Insurance Group, Inc.","Insurance agents, brokers, & service",Finance,INS-LIFE,INSURANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BWIN
BWLP,BW LPG Limited,Transportation services,Transportation,TRANS-SHIP,TRANSPORTATION,N,SINGAPORE,https://finviz.com/quote.ashx?t=BWLP
BWMN,Bowman Consulting Group,Management consulting services,Business Services,BUSINESS SVCS,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BWMN
BWMX,Betterware de Mexico SAPI de C,Catalog & mail-order houses,Consumer Discretionary,CONSM PD-MISC DIS,OTHER CONS DISC,Y,MEXICO,https://finviz.com/quote.ashx?t=BWMX
BWOWF,Wowjoint,Industrial trucks & tractors,Industrial Products,MACH-MATL HDLG,MACHINERY,N,CHINA,https://finviz.com/quote.ashx?t=BWOWF
BX,The Blackstone Group,Investment advice,Finance,FIN-MISC SVCS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BX
BXBLY,Brambles,Private households,Industrial Products,CONTNRS-PPR/PLS,CONTNRS & GLASS,N,AUSTRALIA,https://finviz.com/quote.ashx?t=BXBLY
BXC,BlueLinx,"Lumber, plywood, & millwork",Construction,BLDG PRD-WOOD,BUILDING PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BXC
BXMT,Blackstone Mortgage Trust,Real estate investment trusts,Finance,REIT-MTGE TRUST,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BXMT
BXP,"BXP, Inc.",Real estate investment trusts,Finance,REIT-EQTY TRUST -OTHER,REAL ESTATE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BXP
BXRXQ,Baudax Bio,Pharmaceutical preparations,Medical,MED-DRUGS,DRUGS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BXRXQ
BXSL,Blackstone Secured Lending Fund,,Finance,FIN-SBIC&COMMRL,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BXSL
BY,Byline Bancorp,State commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BY
BYAGF,Banyan Gold Corp.,Gold ores,Basic Materials,MINING -GOLD,METALS-NON FERR,N,CANADA,https://finviz.com/quote.ashx?t=BYAGF
BYD,Boyd Gaming,Hotels & motels,Consumer Discretionary,GAMING,LEISURE SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BYD
BYDDF,BYD Company Limited,Private households,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,CHINA,https://finviz.com/quote.ashx?t=BYDDF
BYDDY,Byd Co.,Private households,Auto/Tires/Trucks,AUTO -FOREIGN,AUTOS/TIRES/TRUCKS,N,CHINA,https://finviz.com/quote.ashx?t=BYDDY
BYDGF,Boyd Group Services Inc.,,Consumer Staples,CONS PD- MISC STPL,CON PRD-MISC STAPLES,N,CANADA,https://finviz.com/quote.ashx?t=BYDGF
BYFC,Broadway Financial,Federal savings institutions,Finance,FIN-SVGS & LOAN,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=BYFC
BYLOF,BIG YELLOW GP,,,,,,,https://finviz.com/quote.ashx?t=BYLOF
BYND,Beyond Meat,Food & kindred products,Consumer Staples,FOOD-MEAT PRODS,FOOD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BYND
BYNO,byNordic Acquisition,Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,SWEDEN,https://finviz.com/quote.ashx?t=BYNO
BYOC,Beyond Commerce,Data processing & preparation,Computer and Technology,INTERNET CONTENT,COMPUTER SOFT/SERV,N,UNITED STATES,https://finviz.com/quote.ashx?t=BYOC
BYRN,Byrna Technologies,"Miscellaneous electrical machinery, equipment, & supplies",Business Services,Technology Services,BUSINESS SERVICES,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BYRN
BZ,Kanzhun,"Computer programming, data processing, & other computer related",Computer and Technology,INTERNET SOFTWARE,COMPUTER SOFT/SERV,Y,CHINA,https://finviz.com/quote.ashx?t=BZ
BZAI,"Blaize Holdings, Inc.",Semiconductors & related devices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BZAI
BZH,Beazer Homes USA,Operative builders,Construction,BLDG-RSDNT/COMR,CONSTRUCT/BLDG SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=BZH
BZLFY,Bunzl,Paper & allied products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,N,UNITED KINGDOM,https://finviz.com/quote.ashx?t=BZLFY
BZUN,Baozun,Catalog & mail-order houses,Computer and Technology,IT Services,COMPUTER SOFT/SERV,Y,CHINA,https://finviz.com/quote.ashx?t=BZUN
BZWR,Business Warrior Corporation,,,,,,,https://finviz.com/quote.ashx?t=BZWR
BZZUF,BUZZI SPA,"Cement, hydraulic",Construction,BLDG-CMT/CNT/AG,BUILDING PRODS,N,ITALY,https://finviz.com/quote.ashx?t=BZZUF
CAAP,Corporacion America Airports,"Airports, flying fields, & services",Transportation,TRANS-AIRLINE,TRANSPORT-AIR,Y,LUXEMBOURG,https://finviz.com/quote.ashx?t=CAAP
CAAS,China Automotive Systems,Motor vehicle parts & accessories,Auto/Tires/Trucks,AUTO/TRUCK-ORIG,AUTOS/TIRES/TRUCKS,Y,CHINA,https://finviz.com/quote.ashx?t=CAAS
CABA,Cabaletta Bio,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CABA
CABB,California Business Bank,State commercial banks,Finance,BANKS-SOUTHWEST,BANKS & THRIFTS,N,UNITED STATES,https://finviz.com/quote.ashx?t=CABB
CABGY,Carlsberg,Malt beverages,Consumer Staples,BEVERAGES-ALCOH,BEVERAGES,N,DENMARK,https://finviz.com/quote.ashx?t=CABGY
CABO,Cable One,Cable & other pay television services,Consumer Discretionary,CABLE TV,MEDIA,N,UNITED STATES,https://finviz.com/quote.ashx?t=CABO
CAC,Camden National,National commercial banks,Finance,BANKS-NORTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAC
CACC,Credit Acceptance,Personal credit institutions,Finance,FIN-CONS LOANS,FINANCE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CACC
CACH,Cache,Womens' clothing stores,Retail/Wholesale,RETAIL-APP/SHOE,NONFOOD RETAIL/WH,N,UNITED STATES,https://finviz.com/quote.ashx?t=CACH
CACI,CACI International,Computer integrated systems design,Computer and Technology,COMP-SERVICES,COMPUTER SOFT/SERV,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CACI
CADE,Cadence Bank,State commercial banks,Finance,BANKS-SOUTHEAST,BANKS & THRIFTS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CADE
CADL,Candel Therapeutics,"Biological products, except diagnostic",Medical,MED-BIOMED/GENE,DRUGS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CADL
CAE,CAE,"Miscellaneous electrical machinery, equipment, & supplies",Aerospace,AEROSP/DEF EQ,AEROSPACE/DEFENSE,Y,CANADA,https://finviz.com/quote.ashx?t=CAE
CAEP,"Cantor Equity Partners III, Inc.",Holding & other investment offices,Unclassified,UNCLASSIFIED,UNCLASSIFIED,N,UNITED STATES,https://finviz.com/quote.ashx?t=CAEP
CAG,Conagra Brands,Food & kindred products,Consumer Staples,FOOD-MISC/DIVERSIFIED,FOOD,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAG
CAGU,The Castle Group,Hotels & motels,Consumer Discretionary,HOTELS & MOTELS,LEISURE SERVICES,N,UNITED STATES,https://finviz.com/quote.ashx?t=CAGU
CAH,Cardinal Health,"Drugs, proprietaries, & sundries",Medical,MED/DENTAL-SUPP,MED PRODS,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAH
CAI,"Caris Life Sciences,�Inc.",Medical laboratories,Medical,Medical Services,MEDICAL CARE,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAI
CAIB,California International Bank,National commercial banks,Finance,BANKS-SOUTHWEST,BANKS & THRIFTS,N,,https://finviz.com/quote.ashx?t=CAIB
CAIXY,CaixaBank,Private households,Finance,BANKS-FOREIGN,BANKS-MAJOR,N,SPAIN,https://finviz.com/quote.ashx?t=CAIXY
CAJPY,Canon,Photographic equipment & supplies,Computer and Technology,OFFICE AUTO&EQP,COMPUTER/OFFICE EQUIP,N,JAPAN,https://finviz.com/quote.ashx?t=CAJPY
CAKE,The Cheesecake Factory,Eating places,Retail/Wholesale,RETAIL-RESTRNTS,FOOD/DRUG-RTL/WHL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAKE
CAL,Caleres,"Footwear, except rubber",Consumer Discretionary,SHOES&REL APPRL,APPAREL,Y,UNITED STATES,https://finviz.com/quote.ashx?t=CAL
